Image,ComparedPairCount,MeanDistanceToOtherPlayers,MedianDistanceToOtherPlayers
player_01_seed99.png,5,0.2109940767288208,0.2311660647392273
player_02_seed99.png,5,0.25640871524810793,0.253747820854187
player_03_seed99.png,5,0.23337050676345825,0.24942195415496826
player_04_seed99.png,5,0.2635287523269653,0.27845895290374756
player_06_99.png,5,0.2316348671913147,0.25241780281066895
Player_11_seed99.png,5,0.2547146320343018,0.24942195415496826
